Train_ID,Route,Source,Destination,Date,Departure_Time,Passenger_Count,Seat_Capacity,Occupancy_Rate,Number_of_Coaches,Platform_Number,Delay_Minutes,Weekend,Holiday,Peak_Hour
TR658,R7,Lucknow,Delhi,2024-03-28,11:30,601,1080,55.67,15,2,18,0,0,0
TR252,R8,Bangalore,Chennai,2024-03-28,17:00,649,720,90.19,10,1,12,0,0,0
TR394,R9,Patna,Kolkata,2024-03-28,16:30,745,1008,73.99,14,5,18,0,0,0
TR446,R10,Nagpur,Mumbai,2024-03-28,17:30,958,1224,78.28,17,2,0,0,0,1
TR825,R1,Hyderabad,Bangalore,2024-03-29,22:30,921,720,128.01,10,5,6,0,0,0
TR785,R2,Mumbai,Delhi,2024-03-29,11:00,918,720,127.5,10,5,14,0,0,0
TR572,R3,Chennai,Kolkata,2024-03-29,7:00,513,1152,44.53,16,4,57,0,0,0
TR802,R4,Delhi,Jaipur,2024-03-29,23:00,745,864,86.26,12,3,20,0,0,1
TR528,R5,Pune,Hyderabad,2024-03-29,21:00,893,720,124.13,10,1,28,0,0,0
TR198,R6,Ahmedabad,Mumbai,2024-03-29,12:00,809,720,112.44,10,5,31,0,0,0
TR849,R7,Lucknow,Delhi,2024-03-29,23:30,745,1080,69.0,15,4,43,0,0,0
TR972,R8,Bangalore,Chennai,2024-03-29,20:00,899,1224,73.46,17,2,34,0,0,0
TR262,R9,Patna,Kolkata,2024-03-29,17:00,699,792,88.37,11,4,13,0,0,1
TR339,R10,Nagpur,Mumbai,2024-03-29,9:30,871,1008,86.46,14,1,2,0,0,1
TR955,R1,Hyderabad,Bangalore,2024-03-30,6:30,1062,1224,86.79,17,4,7,1,0,0
TR141,R2,Mumbai,Delhi,2024-03-30,23:00,928,792,117.27,11,4,28,1,0,0
TR842,R3,Chennai,Kolkata,2024-03-30,12:00,993,1008,98.57,14,3,11,1,0,1
TR983,R4,Delhi,Jaipur,2024-03-30,10:30,927,1152,80.55,16,5,36,1,0,0
TR338,R5,Pune,Hyderabad,2024-03-30,16:00,1048,1152,91.02,16,4,35,1,0,0
TR881,R6,Ahmedabad,Mumbai,2024-03-30,14:00,548,1152,47.65,16,4,47,1,0,0
TR117,R7,Lucknow,Delhi,2024-03-30,18:00,1174,792,148.3,11,5,45,1,0,1
TR595,R8,Bangalore,Chennai,2024-03-30,7:30,1112,864,128.76,12,4,58,1,0,0
TR833,R9,Patna,Kolkata,2024-03-30,11:00,554,864,64.17,12,1,22,1,0,0
TR177,R10,Nagpur,Mumbai,2024-03-30,10:00,1041,1008,103.36,14,2,46,1,0,1
TR422,R1,Hyderabad,Bangalore,2024-03-31,23:00,815,720,113.32,10,3,14,1,0,0
TR305,R2,Mumbai,Delhi,2024-03-31,20:00,1243,864,143.96,12,1,10,1,0,0
TR473,R3,Chennai,Kolkata,2024-03-31,14:30,964,1008,95.71,14,1,3,1,0,0
TR133,R4,Delhi,Jaipur,2024-03-31,17:00,712,864,82.5,12,1,21,1,0,0
TR503,R5,Pune,Hyderabad,2024-03-31,16:30,1033,1008,102.53,14,5,13,1,0,0
TR232,R6,Ahmedabad,Mumbai,2024-03-31,18:00,1198,1080,110.97,15,3,51,1,0,1
TR962,R7,Lucknow,Delhi,2024-03-31,7:00,766,1152,66.56,16,5,28,1,0,1
TR448,R8,Bangalore,Chennai,2024-03-31,12:30,899,1224,73.46,17,5,34,1,0,0
TR846,R9,Patna,Kolkata,2024-03-31,5:30,806,936,86.15,13,1,41,1,0,1
TR435,R10,Nagpur,Mumbai,2024-03-31,18:30,877,792,110.77,11,3,17,1,0,1
TR127,R1,Hyderabad,Bangalore,2024-04-01,15:00,618,792,78.13,11,1,3,0,0,0
TR946,R2,Mumbai,Delhi,2024-04-01,20:30,1116,864,129.17,12,1,29,0,0,0
TR927,R3,Chennai,Kolkata,2024-04-01,17:00,794,936,84.87,13,4,30,0,0,0
TR619,R4,Delhi,Jaipur,2024-04-01,16:00,650,1008,64.52,14,2,38,0,0,1
TR912,R5,Pune,Hyderabad,2024-04-01,15:00,697,1152,60.55,16,1,6,0,0,0
TR179,R6,Ahmedabad,Mumbai,2024-04-01,19:00,735,792,92.91,11,2,48,0,0,0
TR472,R7,Lucknow,Delhi,2024-04-01,23:00,940,936,100.53,13,3,55,0,0,1
TR124,R8,Bangalore,Chennai,2024-04-01,16:00,652,1080,60.38,15,2,3,0,0,0
TR577,R9,Patna,Kolkata,2024-04-01,14:30,655,720,91.03,10,2,53,0,0,0
TR376,R10,Nagpur,Mumbai,2024-04-01,9:00,539,1008,53.53,14,1,55,0,0,0
TR412,R1,Hyderabad,Bangalore,2024-04-02,19:00,890,864,103.05,12,4,46,0,0,0
TR813,R2,Mumbai,Delhi,2024-04-02,15:30,729,1080,67.5,15,4,54,0,0,0
TR705,R3,Chennai,Kolkata,2024-04-02,19:00,775,1080,71.81,15,5,20,0,0,1
TR233,R4,Delhi,Jaipur,2024-04-02,6:00,851,792,107.47,11,2,8,0,0,1
TR274,R5,Pune,Hyderabad,2024-04-02,6:00,688,792,86.93,11,2,14,0,1,0
TR809,R6,Ahmedabad,Mumbai,2024-04-02,5:30,804,1008,79.78,14,3,56,0,0,0
TR775,R7,Lucknow,Delhi,2024-04-02,7:30,682,1224,55.78,17,1,7,0,0,0
TR137,R8,Bangalore,Chennai,2024-04-02,19:30,737,792,93.12,11,5,48,0,0,0
TR503,R9,Patna,Kolkata,2024-04-02,11:00,1025,936,109.59,13,1,36,0,0,1
TR801,R10,Nagpur,Mumbai,2024-04-02,17:30,471,864,54.57,12,4,23,0,0,0
TR556,R1,Hyderabad,Bangalore,2024-04-03,15:30,788,1152,68.42,16,2,59,0,1,0
TR798,R2,Mumbai,Delhi,2024-04-03,21:30,901,792,113.83,11,1,24,0,0,0
TR303,R3,Chennai,Kolkata,2024-04-03,12:30,844,720,117.29,10,5,9,0,0,1
TR708,R4,Delhi,Jaipur,2024-04-03,9:30,881,1152,76.51,16,1,4,0,0,1
TR391,R5,Pune,Hyderabad,2024-04-03,16:00,756,936,80.77,13,5,34,0,1,0
TR528,R6,Ahmedabad,Mumbai,2024-04-03,21:30,718,1152,62.39,16,2,32,0,0,0
TR714,R7,Lucknow,Delhi,2024-04-03,7:00,657,1080,60.89,15,1,16,0,0,0
TR884,R8,Bangalore,Chennai,2024-04-03,21:30,1261,864,145.97,12,5,14,0,1,0
TR732,R9,Patna,Kolkata,2024-04-03,21:00,614,792,77.64,11,5,10,0,0,0
TR300,R10,Nagpur,Mumbai,2024-04-03,7:00,626,1008,62.11,14,3,12,0,0,1
TR970,R1,Hyderabad,Bangalore,2024-04-04,5:30,1061,792,133.98,11,1,24,0,0,1
TR958,R2,Mumbai,Delhi,2024-04-04,19:00,1348,1152,117.02,16,3,34,0,0,1
TR397,R3,Chennai,Kolkata,2024-04-04,23:00,580,864,67.22,12,2,17,0,0,0
TR131,R4,Delhi,Jaipur,2024-04-04,6:30,436,1008,43.31,14,3,53,0,0,0
TR633,R5,Pune,Hyderabad,2024-04-04,7:00,884,720,122.83,10,2,40,0,0,1
TR424,R6,Ahmedabad,Mumbai,2024-04-04,5:00,702,1080,65.07,15,3,59,0,0,0
TR342,R7,Lucknow,Delhi,2024-04-04,12:00,501,792,63.33,11,2,3,0,0,0
TR502,R8,Bangalore,Chennai,2024-04-04,7:30,760,1224,62.16,17,1,41,0,0,1
TR811,R9,Patna,Kolkata,2024-04-04,17:00,945,1080,87.55,15,2,44,0,1,1
TR339,R10,Nagpur,Mumbai,2024-04-04,10:30,570,1008,56.64,14,1,39,0,0,1
TR788,R1,Hyderabad,Bangalore,2024-04-05,9:00,977,864,113.15,12,3,35,0,0,0
TR231,R2,Mumbai,Delhi,2024-04-05,15:00,708,720,98.33,10,1,7,0,0,0
TR770,R3,Chennai,Kolkata,2024-04-05,9:00,1167,720,162.08,10,1,5,0,0,1
TR737,R4,Delhi,Jaipur,2024-04-05,22:00,654,720,90.9,10,1,12,0,0,0
TR286,R5,Pune,Hyderabad,2024-04-05,18:00,893,936,95.49,13,1,1,0,0,0
TR896,R6,Ahmedabad,Mumbai,2024-04-05,11:30,418,864,48.4,12,1,43,0,0,0
TR783,R7,Lucknow,Delhi,2024-04-05,17:30,670,1224,54.8,17,1,20,0,0,0
TR840,R8,Bangalore,Chennai,2024-04-05,8:30,849,792,107.22,11,4,7,0,0,0
TR639,R9,Patna,Kolkata,2024-04-05,15:30,576,936,61.61,13,2,53,0,0,1
TR109,R10,Nagpur,Mumbai,2024-04-05,17:30,737,864,85.31,12,2,57,0,0,0
TR392,R1,Hyderabad,Bangalore,2024-04-06,6:00,1444,792,182.44,11,5,5,1,0,1
TR493,R2,Mumbai,Delhi,2024-04-06,12:00,994,792,125.59,11,5,43,1,0,0
TR839,R3,Chennai,Kolkata,2024-04-06,10:30,901,864,104.37,12,5,16,1,0,1
TR877,R4,Delhi,Jaipur,2024-04-06,23:00,993,1080,92.03,15,5,22,1,0,0
TR995,R5,Pune,Hyderabad,2024-04-06,16:30,772,1080,71.53,15,3,7,1,0,0
TR789,R6,Ahmedabad,Mumbai,2024-04-06,12:30,868,936,92.75,13,2,57,1,0,0
TR756,R7,Lucknow,Delhi,2024-04-06,11:30,1054,1152,91.5,16,2,28,1,0,0
TR775,R8,Bangalore,Chennai,2024-04-06,9:30,1023,1152,88.85,16,3,56,1,0,0
TR474,R9,Patna,Kolkata,2024-04-06,19:30,721,1080,66.77,15,2,41,1,0,0
TR900,R10,Nagpur,Mumbai,2024-04-06,6:00,631,1152,54.83,16,2,56,1,0,0
TR287,R1,Hyderabad,Bangalore,2024-04-07,5:30,1246,720,173.12,10,5,11,1,0,0
TR762,R2,Mumbai,Delhi,2024-04-07,22:30,1438,1224,117.5,17,5,11,1,0,0
TR508,R3,Chennai,Kolkata,2024-04-07,12:00,723,1080,67.0,15,4,15,1,0,1
TR568,R4,Delhi,Jaipur,2024-04-07,17:30,839,936,89.69,13,1,22,1,0,0
TR911,R5,Pune,Hyderabad,2024-04-07,19:30,771,1080,71.39,15,5,39,1,0,0
TR959,R6,Ahmedabad,Mumbai,2024-04-07,20:30,696,1224,56.94,17,4,19,1,0,1
TR642,R7,Lucknow,Delhi,2024-04-07,6:00,838,720,116.46,10,2,43,1,0,0
TR102,R8,Bangalore,Chennai,2024-04-07,10:30,1053,1008,104.46,14,2,29,1,0,1
TR905,R9,Patna,Kolkata,2024-04-07,12:30,637,1080,59.03,15,1,5,1,0,0
TR985,R10,Nagpur,Mumbai,2024-04-07,9:30,992,720,137.81,10,1,31,1,0,1
TR678,R1,Hyderabad,Bangalore,2024-04-08,23:00,1090,1080,100.96,15,2,11,0,0,1
TR315,R2,Mumbai,Delhi,2024-04-08,23:30,937,936,100.16,13,1,13,0,0,0
TR657,R3,Chennai,Kolkata,2024-04-08,8:30,742,1008,73.66,14,3,49,0,0,1
TR128,R4,Delhi,Jaipur,2024-04-08,20:00,639,1008,63.43,14,5,40,0,0,1
TR392,R5,Pune,Hyderabad,2024-04-08,20:30,1026,720,142.58,10,5,26,0,0,1
TR375,R6,Ahmedabad,Mumbai,2024-04-08,23:00,839,936,89.69,13,2,2,0,0,0
TR464,R7,Lucknow,Delhi,2024-04-08,20:30,883,792,111.55,11,5,22,0,0,1
TR992,R8,Bangalore,Chennai,2024-04-08,12:00,803,1152,69.73,16,5,17,0,0,0
TR386,R9,Patna,Kolkata,2024-04-08,9:00,908,1080,84.16,15,5,34,0,0,1
TR398,R10,Nagpur,Mumbai,2024-04-08,19:00,569,936,60.8,13,4,21,0,0,0
TR740,R1,Hyderabad,Bangalore,2024-04-09,8:30,585,792,73.86,11,4,51,0,0,0
TR446,R2,Mumbai,Delhi,2024-04-09,19:30,554,720,77.06,10,1,46,0,0,0
TR565,R3,Chennai,Kolkata,2024-04-09,17:30,661,792,83.52,11,2,37,0,0,1
TR606,R4,Delhi,Jaipur,2024-04-09,10:30,759,1224,62.01,17,5,29,0,0,0
TR645,R5,Pune,Hyderabad,2024-04-09,10:30,939,1080,87.03,15,5,13,0,1,0
TR484,R6,Ahmedabad,Mumbai,2024-04-09,19:00,535,1152,46.52,16,4,15,0,0,0
TR977,R7,Lucknow,Delhi,2024-04-09,23:00,619,1152,53.78,16,3,8,0,0,1
TR344,R8,Bangalore,Chennai,2024-04-09,11:30,758,864,87.81,12,3,1,0,0,0
TR154,R9,Patna,Kolkata,2024-04-09,6:30,727,792,91.84,11,3,34,0,0,1
TR250,R10,Nagpur,Mumbai,2024-04-09,9:30,635,792,80.21,11,4,19,0,0,0
TR958,R1,Hyderabad,Bangalore,2024-04-10,16:30,1436,720,199.57,10,1,9,0,1,1
TR375,R2,Mumbai,Delhi,2024-04-10,12:00,1147,720,159.38,10,1,53,0,0,1
TR126,R3,Chennai,Kolkata,2024-04-10,17:00,844,1080,78.19,15,4,30,0,0,1
TR177,R4,Delhi,Jaipur,2024-04-10,10:00,891,1224,72.79,17,2,45,0,0,1
TR842,R5,Pune,Hyderabad,2024-04-10,14:30,797,1008,79.13,14,5,45,0,0,0
TR579,R6,Ahmedabad,Mumbai,2024-04-10,22:00,1129,720,156.93,10,5,34,0,0,1
TR866,R7,Lucknow,Delhi,2024-04-10,12:30,1183,1008,117.41,14,4,24,0,0,1
TR463,R8,Bangalore,Chennai,2024-04-10,17:00,870,1224,71.14,17,2,33,0,0,1
TR471,R9,Patna,Kolkata,2024-04-10,21:30,466,936,49.83,13,2,14,0,0,0
TR834,R10,Nagpur,Mumbai,2024-04-10,16:30,540,936,57.75,13,3,59,0,0,0
TR313,R1,Hyderabad,Bangalore,2024-04-11,5:30,1116,936,119.27,13,5,31,0,0,1
TR862,R2,Mumbai,Delhi,2024-04-11,21:00,810,1080,75.0,15,2,30,0,0,0
TR194,R3,Chennai,Kolkata,2024-04-11,22:00,628,1008,62.35,14,2,17,0,0,1
TR935,R4,Delhi,Jaipur,2024-04-11,15:30,786,1224,64.26,17,1,5,0,0,0
TR700,R5,Pune,Hyderabad,2024-04-11,14:00,841,1080,77.92,15,2,42,0,0,0
TR460,R6,Ahmedabad,Mumbai,2024-04-11,14:00,547,1152,47.53,16,2,59,0,0,0
TR436,R7,Lucknow,Delhi,2024-04-11,11:30,740,1008,73.5,14,2,50,0,0,0
TR754,R8,Bangalore,Chennai,2024-04-11,20:30,1122,792,141.69,11,5,24,0,0,1
TR814,R9,Patna,Kolkata,2024-04-11,15:00,859,792,108.47,11,5,10,0,0,0
TR266,R10,Nagpur,Mumbai,2024-04-11,19:00,855,1224,69.91,17,5,30,0,0,1
TR761,R1,Hyderabad,Bangalore,2024-04-12,12:30,626,864,72.52,12,2,8,0,0,0
TR394,R2,Mumbai,Delhi,2024-04-12,19:00,1027,936,109.78,13,4,8,0,0,1
TR314,R3,Chennai,Kolkata,2024-04-12,13:30,1073,864,124.24,12,5,45,0,1,1
TR163,R4,Delhi,Jaipur,2024-04-12,12:30,728,1224,59.49,17,3,15,0,0,0
TR129,R5,Pune,Hyderabad,2024-04-12,18:30,1017,936,108.67,13,2,32,0,0,1
TR543,R6,Ahmedabad,Mumbai,2024-04-12,12:30,947,1224,77.39,17,1,38,0,0,1
TR833,R7,Lucknow,Delhi,2024-04-12,15:00,806,1152,70.0,16,3,36,0,0,0
TR529,R8,Bangalore,Chennai,2024-04-12,8:00,946,1008,93.9,14,5,51,0,0,0
TR707,R9,Patna,Kolkata,2024-04-12,16:00,972,936,103.86,13,3,35,0,0,1
TR284,R10,Nagpur,Mumbai,2024-04-12,7:30,595,1152,51.68,16,4,49,0,0,0
TR801,R1,Hyderabad,Bangalore,2024-04-13,7:00,803,1152,69.74,16,5,34,1,0,0
TR199,R2,Mumbai,Delhi,2024-04-13,20:30,1246,1080,115.42,15,2,27,1,0,1
TR469,R3,Chennai,Kolkata,2024-04-13,22:30,594,1008,59.0,14,1,6,1,0,0
TR753,R4,Delhi,Jaipur,2024-04-13,13:30,640,1080,59.28,15,2,4,1,0,0
TR758,R5,Pune,Hyderabad,2024-04-13,20:00,1091,1080,101.04,15,1,1,1,0,1
TR406,R6,Ahmedabad,Mumbai,2024-04-13,11:30,1066,1080,98.71,15,3,20,1,0,1
TR107,R7,Lucknow,Delhi,2024-04-13,17:00,905,1008,89.86,14,4,14,1,0,0
TR279,R8,Bangalore,Chennai,2024-04-13,23:30,1087,792,137.3,11,5,22,1,0,1
TR286,R9,Patna,Kolkata,2024-04-13,18:30,1023,1008,101.49,14,4,38,1,0,0
TR842,R10,Nagpur,Mumbai,2024-04-13,20:00,730,1008,72.5,14,1,12,1,0,1
TR410,R1,Hyderabad,Bangalore,2024-04-14,8:30,899,1008,89.28,14,3,44,1,0,0
TR459,R2,Mumbai,Delhi,2024-04-14,11:30,1409,1008,139.82,14,4,17,1,1,0
TR934,R3,Chennai,Kolkata,2024-04-14,6:00,823,936,88.0,13,2,31,1,0,0
TR660,R4,Delhi,Jaipur,2024-04-14,20:30,774,1152,67.26,16,4,10,1,0,0
TR572,R5,Pune,Hyderabad,2024-04-14,19:30,1193,1008,118.36,14,3,54,1,0,1
TR659,R6,Ahmedabad,Mumbai,2024-04-14,13:30,939,792,118.66,11,2,3,1,0,0
TR321,R7,Lucknow,Delhi,2024-04-14,18:30,584,936,62.45,13,2,47,1,0,0
TR504,R8,Bangalore,Chennai,2024-04-14,13:00,974,864,112.73,12,3,39,1,0,1
TR298,R9,Patna,Kolkata,2024-04-14,10:30,1042,936,111.41,13,3,28,1,0,1
TR522,R10,Nagpur,Mumbai,2024-04-14,18:00,694,792,87.7,11,4,20,1,0,1
TR315,R1,Hyderabad,Bangalore,2024-04-15,9:00,1164,720,161.69,10,4,48,0,0,1
TR978,R2,Mumbai,Delhi,2024-04-15,23:00,886,1224,72.43,17,1,16,0,0,0
TR519,R3,Chennai,Kolkata,2024-04-15,7:30,950,720,132.0,10,2,40,0,0,0
TR899,R4,Delhi,Jaipur,2024-04-15,17:00,523,1224,42.79,17,4,59,0,0,0
TR461,R5,Pune,Hyderabad,2024-04-15,15:00,535,792,67.55,11,5,32,0,0,0
TR140,R6,Ahmedabad,Mumbai,2024-04-15,9:00,663,1224,54.2,17,4,57,0,0,0
TR133,R7,Lucknow,Delhi,2024-04-15,21:30,946,936,101.12,13,4,20,0,0,1
TR806,R8,Bangalore,Chennai,2024-04-15,20:00,914,792,115.44,11,3,54,0,0,1
TR590,R9,Patna,Kolkata,2024-04-15,17:00,656,1080,60.78,15,5,58,0,0,0
TR861,R10,Nagpur,Mumbai,2024-04-15,13:30,566,1152,49.14,16,2,48,0,0,0
TR243,R1,Hyderabad,Bangalore,2024-04-16,17:00,964,1008,95.69,14,2,23,0,0,0
TR412,R2,Mumbai,Delhi,2024-04-16,17:30,702,936,75.0,13,1,31,0,0,0
TR764,R3,Chennai,Kolkata,2024-04-16,5:00,583,1224,47.65,17,3,36,0,0,0
TR131,R4,Delhi,Jaipur,2024-04-16,14:00,1006,720,139.79,10,1,7,0,0,1
TR602,R5,Pune,Hyderabad,2024-04-16,20:30,546,720,75.94,10,5,42,0,0,0
TR521,R6,Ahmedabad,Mumbai,2024-04-16,7:30,525,1224,42.96,17,1,50,0,0,0
TR178,R7,Lucknow,Delhi,2024-04-16,5:00,661,1008,65.6,14,5,16,0,0,0
TR471,R8,Bangalore,Chennai,2024-04-16,20:30,738,1224,60.33,17,1,20,0,0,0
TR118,R9,Patna,Kolkata,2024-04-16,7:30,980,1080,90.78,15,2,30,0,0,1
TR259,R10,Nagpur,Mumbai,2024-04-16,14:30,822,936,87.92,13,3,10,0,0,1
TR754,R1,Hyderabad,Bangalore,2024-04-17,23:00,1037,1152,90.05,16,3,18,0,0,0
TR957,R2,Mumbai,Delhi,2024-04-17,21:30,576,864,66.72,12,2,50,0,0,0
TR835,R3,Chennai,Kolkata,2024-04-17,15:30,990,1080,91.67,15,4,4,0,0,1
TR240,R4,Delhi,Jaipur,2024-04-17,18:00,826,1224,67.49,17,5,7,0,0,0
TR310,R5,Pune,Hyderabad,2024-04-17,6:30,839,1152,72.84,16,4,37,0,0,1
TR492,R6,Ahmedabad,Mumbai,2024-04-17,10:00,1102,720,153.13,10,5,27,0,0,1
TR714,R7,Lucknow,Delhi,2024-04-17,8:30,746,1224,60.98,17,2,7,0,0,0
TR752,R8,Bangalore,Chennai,2024-04-17,16:30,1024,720,142.31,10,3,24,0,0,0
TR736,R9,Patna,Kolkata,2024-04-17,12:00,492,1080,45.63,15,5,35,0,0,0
TR122,R10,Nagpur,Mumbai,2024-04-17,18:00,759,720,105.44,10,4,13,0,0,0
TR542,R1,Hyderabad,Bangalore,2024-04-18,9:30,738,792,93.23,11,4,24,0,0,0
TR927,R2,Mumbai,Delhi,2024-04-18,14:00,874,792,110.37,11,5,49,0,0,1
TR237,R3,Chennai,Kolkata,2024-04-18,19:00,657,936,70.26,13,2,35,0,0,0
TR404,R4,Delhi,Jaipur,2024-04-18,17:00,820,792,103.61,11,3,39,0,0,0
TR964,R5,Pune,Hyderabad,2024-04-18,16:30,1207,1008,119.82,14,1,12,0,0,1
TR312,R6,Ahmedabad,Mumbai,2024-04-18,13:00,642,1224,52.52,17,1,30,0,0,0
TR321,R7,Lucknow,Delhi,2024-04-18,18:30,824,936,88.08,13,5,31,0,0,0
TR998,R8,Bangalore,Chennai,2024-04-18,7:30,1054,792,133.17,11,3,10,0,0,1
TR571,R9,Patna,Kolkata,2024-04-18,9:30,737,1224,60.21,17,5,16,0,0,0
TR566,R10,Nagpur,Mumbai,2024-04-18,9:00,611,720,84.88,10,1,8,0,0,0
TR289,R1,Hyderabad,Bangalore,2024-04-19,9:00,928,936,99.17,13,3,13,0,0,0
TR591,R2,Mumbai,Delhi,2024-04-19,9:00,769,936,82.21,13,5,21,0,0,0
TR898,R3,Chennai,Kolkata,2024-04-19,5:30,660,1224,54.0,17,3,43,0,0,0
TR521,R4,Delhi,Jaipur,2024-04-19,9:00,567,1224,46.35,17,5,48,0,0,0
TR804,R5,Pune,Hyderabad,2024-04-19,6:00,814,1080,75.38,15,2,31,0,0,1
TR673,R6,Ahmedabad,Mumbai,2024-04-19,18:00,595,720,82.74,10,2,38,0,0,0
TR225,R7,Lucknow,Delhi,2024-04-19,23:00,1350,1152,117.25,16,3,40,0,1,1
TR606,R8,Bangalore,Chennai,2024-04-19,15:00,703,1008,69.81,14,2,20,0,0,1
TR175,R9,Patna,Kolkata,2024-04-19,20:00,753,1080,69.77,15,3,7,0,0,1
TR800,R10,Nagpur,Mumbai,2024-04-19,15:00,896,1152,77.83,16,2,45,0,0,1
TR942,R1,Hyderabad,Bangalore,2024-04-20,21:30,772,1224,63.09,17,1,43,1,0,0
TR735,R2,Mumbai,Delhi,2024-04-20,13:30,1083,1080,100.33,15,4,21,1,0,0
TR854,R3,Chennai,Kolkata,2024-04-20,8:30,1141,1080,105.67,15,4,24,1,0,1
TR272,R4,Delhi,Jaipur,2024-04-20,6:30,1232,1008,122.28,14,5,28,1,0,1
TR511,R5,Pune,Hyderabad,2024-04-20,11:30,1330,1008,131.99,14,2,28,1,1,0
TR269,R6,Ahmedabad,Mumbai,2024-04-20,16:00,847,1152,73.53,16,4,49,1,0,0
TR259,R7,Lucknow,Delhi,2024-04-20,6:30,1065,1008,105.66,14,3,43,1,1,1
TR323,R8,Bangalore,Chennai,2024-04-20,13:30,1233,1008,122.4,14,4,42,1,0,1
TR751,R9,Patna,Kolkata,2024-04-20,14:30,970,1224,79.26,17,4,32,1,0,1
TR148,R10,Nagpur,Mumbai,2024-04-20,16:00,569,864,65.95,12,5,53,1,0,1
TR324,R1,Hyderabad,Bangalore,2024-04-21,11:30,822,1080,76.19,15,1,28,1,0,1
TR851,R2,Mumbai,Delhi,2024-04-21,11:30,1124,1152,97.59,16,3,43,1,0,0
TR557,R3,Chennai,Kolkata,2024-04-21,20:30,979,1152,85.0,16,1,36,1,0,0
TR821,R4,Delhi,Jaipur,2024-04-21,16:00,635,792,80.25,11,5,41,1,0,0
TR741,R5,Pune,Hyderabad,2024-04-21,16:00,1018,720,141.41,10,1,7,1,0,1
TR756,R6,Ahmedabad,Mumbai,2024-04-21,19:00,1316,864,152.34,12,3,4,1,0,1
TR473,R7,Lucknow,Delhi,2024-04-21,23:00,1529,864,177.08,12,3,39,1,1,0
TR521,R8,Bangalore,Chennai,2024-04-21,17:30,908,792,114.69,11,4,41,1,0,0
TR424,R9,Patna,Kolkata,2024-04-21,13:30,674,1224,55.13,17,5,20,1,0,1
TR573,R10,Nagpur,Mumbai,2024-04-21,15:30,1104,864,127.79,12,2,38,1,0,1
TR396,R1,Hyderabad,Bangalore,2024-04-22,19:00,755,1224,61.73,17,2,40,0,0,1
TR523,R2,Mumbai,Delhi,2024-04-22,17:30,618,936,66.03,13,1,8,0,0,0
TR840,R3,Chennai,Kolkata,2024-04-22,7:00,523,792,66.14,11,5,41,0,0,0
TR491,R4,Delhi,Jaipur,2024-04-22,12:00,952,936,101.81,13,4,53,0,1,0
TR865,R5,Pune,Hyderabad,2024-04-22,20:30,950,1080,87.96,15,3,13,0,0,1
TR401,R6,Ahmedabad,Mumbai,2024-04-22,7:00,598,1008,59.33,14,5,33,0,0,0
TR944,R7,Lucknow,Delhi,2024-04-22,22:30,931,864,107.78,12,3,19,0,0,0
TR775,R8,Bangalore,Chennai,2024-04-22,10:00,1310,1152,113.76,16,3,50,0,1,0
TR602,R9,Patna,Kolkata,2024-04-22,11:30,464,864,53.74,12,3,55,0,0,0
TR559,R10,Nagpur,Mumbai,2024-04-22,23:30,472,936,50.48,13,5,57,0,0,0
TR269,R1,Hyderabad,Bangalore,2024-04-23,8:00,663,936,70.83,13,4,3,0,0,0
TR175,R2,Mumbai,Delhi,2024-04-23,17:00,1189,1080,110.14,15,2,23,0,0,0
TR143,R3,Chennai,Kolkata,2024-04-23,16:30,751,1008,74.52,14,2,25,0,0,0
TR851,R4,Delhi,Jaipur,2024-04-23,5:30,934,1080,86.49,15,5,20,0,1,0
TR262,R5,Pune,Hyderabad,2024-04-23,20:30,947,792,119.63,11,5,20,0,0,0
TR556,R6,Ahmedabad,Mumbai,2024-04-23,6:30,565,936,60.4,13,3,45,0,0,1
TR967,R7,Lucknow,Delhi,2024-04-23,20:00,633,1008,62.89,14,2,56,0,0,0
TR376,R8,Bangalore,Chennai,2024-04-23,8:00,954,1152,82.86,16,2,16,0,1,1
TR747,R9,Patna,Kolkata,2024-04-23,12:00,646,1008,64.11,14,3,3,0,0,1
TR408,R10,Nagpur,Mumbai,2024-04-23,9:00,433,1224,35.43,17,3,2,0,0,0
TR556,R1,Hyderabad,Bangalore,2024-04-24,23:30,816,792,103.08,11,2,15,0,0,0
TR825,R2,Mumbai,Delhi,2024-04-24,7:30,612,936,65.48,13,1,51,0,0,0
TR994,R3,Chennai,Kolkata,2024-04-24,14:00,1162,792,146.78,11,5,23,0,0,1
TR368,R4,Delhi,Jaipur,2024-04-24,14:00,765,864,88.64,12,2,17,0,0,1
TR862,R5,Pune,Hyderabad,2024-04-24,6:00,784,936,83.83,13,4,59,0,0,1
TR335,R6,Ahmedabad,Mumbai,2024-04-24,23:00,910,864,105.42,12,5,45,0,0,1
TR631,R7,Lucknow,Delhi,2024-04-24,22:00,595,936,63.58,13,1,44,0,0,0
TR668,R8,Bangalore,Chennai,2024-04-24,23:00,521,1080,48.26,15,5,57,0,0,0
TR621,R9,Patna,Kolkata,2024-04-24,7:00,567,936,60.64,13,2,30,0,0,0
TR902,R10,Nagpur,Mumbai,2024-04-24,10:00,775,1224,63.37,17,2,18,0,0,1
TR801,R1,Hyderabad,Bangalore,2024-04-25,19:00,929,1080,86.06,15,2,35,0,0,1
TR669,R2,Mumbai,Delhi,2024-04-25,18:30,982,1152,85.25,16,5,48,0,0,1
